,name,affiliation,homepage,scholarid,citedby,Research Interests,Google Scholar Link,url_picture
590,Alexander G. Ororbia II,Rochester Institute of Technology,http://www.personal.psu.edu/ago109,IAFscrMAAAAJ,1203,"['lifelong machine learning', 'metaheuristics', 'artificial intelligence', 'computer science']",https://scholar.google.com/citations?user=IAFscrMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IAFscrMAAAAJ&citpid=2
591,Alexander G. Schwing,Univ. of Illinois at Urbana-Champaign,http://www.alexander-schwing.de,3B2c31wAAAAJ,6310,"['machine learning', 'computer vision']",https://scholar.google.com/citations?user=3B2c31wAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3B2c31wAAAAJ&citpid=2
592,Alexander Gammerman,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/alex-gammerman_66fed543-6231-42fe-920c-92ba917c2ce1.html,uoWoR4gAAAAJ,5740,"['Machine Learning', 'Pattern Recognition', 'Regression', 'Conformal Prediction']",https://scholar.google.com/citations?user=uoWoR4gAAAAJ&hl=en,
593,Alexander Gerhard Schwing,Univ. of Illinois at Urbana-Champaign,http://www.alexander-schwing.de,3B2c31wAAAAJ,6310,"['machine learning', 'computer vision']",https://scholar.google.com/citations?user=3B2c31wAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3B2c31wAAAAJ&citpid=2
594,Alexander Golovnev,Georgetown University,https://golovnev.org,zA9SpgkAAAAJ,369,"['Circuit Complexity', 'Algorithms', 'Computational Complexity', 'Cryptography']",https://scholar.google.com/citations?user=zA9SpgkAAAAJ&hl=en,
595,Alexander Gumennik,Indiana University,https://fames.indiana.edu,Z-D4ddAAAAAJ,493,"['Nanoengineering', 'Nanophotonics', 'Biosynthetic Tissue Engineering', 'Fiber Devices', 'Additive Manufacturing']",https://scholar.google.com/citations?user=Z-D4ddAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Z-D4ddAAAAAJ&citpid=2
596,Alexander Herzog,Clemson University,http://www.alexherzog.net,jrfFYAIAAAAJ,1203,['Robotics'],https://scholar.google.com/citations?user=jrfFYAIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jrfFYAIAAAAJ&citpid=3
597,Alexander Hinneburg,University of Halle-Wittenberg,https://www.informatik.uni-halle.de/arbeitsgruppen/dbs/mitarbeiter/hinneburg,NOSCHOLARPAGE,,,,
598,Alexander Huth,University of Texas at Austin,http://www.cs.utexas.edu/~huth,JNXWWkIAAAAJ,3137,"['fMRI', 'computational neuroscience']",https://scholar.google.com/citations?user=JNXWWkIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JNXWWkIAAAAJ&citpid=2
599,Alexander J. Hartemink,Duke University,https://users.cs.duke.edu/~amink,HLRZ3oAAAAAJ,10437,"['computational biology', 'systems biology', 'machine learning', 'Bayesian statistics', 'computational genomics']",https://scholar.google.com/citations?user=HLRZ3oAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HLRZ3oAAAAAJ&citpid=5
600,Alexander J. Summers,University of British Columbia,http://people.inf.ethz.ch/summersa,q1bbqYEAAAAJ,930,"['Software Verification', 'Programming Languages', 'Type Systems', 'SMT Solving', 'Static Analysis']",https://scholar.google.com/citations?user=q1bbqYEAAAAJ&hl=en,
601,Alexander Jung,Aalto University,https://users.aalto.fi/~junga1,mHjdZdwAAAAJ,704,"['Machine Learning', 'Artificial Intelligence', 'Convex Optimization', 'Reinforcement Learning', 'Probabilistic Graphical Models']",https://scholar.google.com/citations?user=mHjdZdwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mHjdZdwAAAAJ&citpid=4
602,Alexander Kain,OHSU,http://www.ohsu.edu/xd/education/schools/school-of-medicine/departments/basic-science-departments/csee/csee-people/kain.cfm,gK85itIAAAAJ,2854,"['Computer Science', 'Digital Signal Processing', 'Machine/Deep Learning']",https://scholar.google.com/citations?user=gK85itIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gK85itIAAAAJ&citpid=2
603,Alexander Kemper,TU Munich,https://www-db.in.tum.de/~kemper,dliZB7MAAAAJ,3518,"['Condensed matter physics', 'Quantum Materials', 'Materials Science', 'Ultrafast science', 'Non-equilibrium phenomena']",https://scholar.google.com/citations?user=dliZB7MAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dliZB7MAAAAJ&citpid=2
604,Alexander Knapp,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/swtsse/mitarbeiter,r5d4ZJsAAAAJ,3749,[],https://scholar.google.com/citations?user=r5d4ZJsAAAAJ&hl=en,
605,Alexander Koller,Saarland University,http://www.coli.uni-saarland.de/~koller,yni3K9wAAAAJ,2561,"['Computational linguistics', 'artificial intelligence']",https://scholar.google.com/citations?user=yni3K9wAAAAJ&hl=en,
606,Alexander Konovalov,University of St Andrews,https://alex-konovalov.github.io,EH74mBQAAAAJ,2162,"['Networks', 'Cultural Heritage', 'Quality of Service']",https://scholar.google.com/citations?user=EH74mBQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EH74mBQAAAAJ&citpid=2
607,Alexander Kotov,Wayne State University,http://www.cs.wayne.edu/kotov,83gsCFsAAAAJ,959,"['Information Retrieval', 'Biomedical Informatics', 'Natural Language Processing', 'Machine Learning', 'Deep Learning']",https://scholar.google.com/citations?user=83gsCFsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=83gsCFsAAAAJ&citpid=2
608,Alexander L. Wijesinha,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/awijesinha.html,NOSCHOLARPAGE,,,,
609,Alexander L. Wolf,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~alw,21FXjJgAAAAJ,19209,"['Software Engineering', 'Distributed Systems', 'Networking']",https://scholar.google.com/citations?user=21FXjJgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=21FXjJgAAAAJ&citpid=1
610,Alexander Leitsch,TU Wien,https://www.logic.at/staff/leitsch,NOSCHOLARPAGE,,,,
611,Alexander Lex,University of Utah,http://alexander-lex.net,JFNLCUcAAAAJ,2988,"['Information Visualization', 'Visualization', 'Bioinformatics', 'Visual Analytics', 'Data Science']",https://scholar.google.com/citations?user=JFNLCUcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JFNLCUcAAAAJ&citpid=5
612,Alexander M. Bronstein,Technion,http://www.cs.technion.ac.il/~bron,lafKN0sAAAAJ,14038,"['Numerical geometry', 'computer vision', 'machine learning', 'deformable shapes', 'sparse models']",https://scholar.google.com/citations?user=lafKN0sAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lafKN0sAAAAJ&citpid=5
613,Alexander M. Fraser,LMU Munich,https://www.cis.uni-muenchen.de/~fraser,4ZIZK08AAAAJ,2745,"['Machine Translation', 'Natural Language Processing', 'Machine Learning', 'Information Retrieval']",https://scholar.google.com/citations?user=4ZIZK08AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4ZIZK08AAAAJ&citpid=2
614,Alexander M. Rush [Tech],Cornell University,http://rush.seas.harvard.edu,LIjnUGgAAAAJ,12226,"['Natural Language Processing', 'Machine Learning']",https://scholar.google.com/citations?user=LIjnUGgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LIjnUGgAAAAJ&citpid=4
615,Alexander May 0001,Ruhr-University Bochum,http://www.cits.rub.de/personen/may.html,oD5v0XoAAAAJ,3231,['Kryptographie'],https://scholar.google.com/citations?user=oD5v0XoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oD5v0XoAAAAJ&citpid=6
616,Alexander Medvedev,Uppsala University,http://user.it.uu.se/~am/am.new.html,Zj8zOuUAAAAJ,3570,['control theory and applications'],https://scholar.google.com/citations?user=Zj8zOuUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Zj8zOuUAAAAJ&citpid=2
617,Alexander Mehler,Goethe University Frankfurt,https://www.texttechnologylab.org/team/alexander-mehler,crMx0oUAAAAJ,2673,"['Computational Humanities', 'Text-technology']",https://scholar.google.com/citations?user=crMx0oUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=crMx0oUAAAAJ&citpid=2
618,Alexander Meschtscherjakov,University of Salzburg,https://hci.sbg.ac.at/person/meschtscherjakov,YzdqhHIAAAAJ,1977,"['HCI', 'Interaction Design', 'HMI', 'User Experience', 'Human Computer Interaction']",https://scholar.google.com/citations?user=YzdqhHIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YzdqhHIAAAAJ&citpid=5
619,Alexander Moshe Rabinovich,Tel Aviv University,http://www.cs.tau.ac.il/~rabinoa,NOSCHOLARPAGE,,,,
620,Alexander Nelson,University of Arkansas,https://computer-science-and-computer-engineering.uark.edu/directory/index/uid/ahnelson/name/Alexander+H.+Nelson,USYVMjwAAAAJ,185,"['Sensor Systems', 'Accessibility', 'Renewable Energy Systems']",https://scholar.google.com/citations?user=USYVMjwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=USYVMjwAAAAJ&citpid=1
621,Alexander O. Brodsky,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/alex-brodksy.html,NOSCHOLARPAGE,,,,
622,Alexander Ororbia,Rochester Institute of Technology,http://www.personal.psu.edu/ago109,IAFscrMAAAAJ,1203,"['lifelong machine learning', 'metaheuristics', 'artificial intelligence', 'computer science']",https://scholar.google.com/citations?user=IAFscrMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IAFscrMAAAAJ&citpid=2
623,Alexander P. Turner,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/alexander.turner,XJ8sNiIAAAAJ,237,"['Artificial Intelligence', 'Healthcare', 'Complex Dynamical Systems']",https://scholar.google.com/citations?user=XJ8sNiIAAAAJ&hl=en,
624,Alexander Pretschner,TU Munich,https://www22.in.tum.de/en/mitarbeiter/pretschner,pBIEpNcAAAAJ,9120,"['Software Engineering', 'Security', 'Model-Based Testing']",https://scholar.google.com/citations?user=pBIEpNcAAAAJ&hl=en,
625,Alexander Pudmenzky,University of Queensland,http://researchers.uq.edu.au/researcher/804,NOSCHOLARPAGE,,,,
626,Alexander Raake,TU Berlin,https://www.aipa.tu-berlin.de/menue/team/alexander_raake,MoOhyrQAAAAJ,5526,"['Audio + Video', 'XR', 'Communication', 'Perception', 'QoE']",https://scholar.google.com/citations?user=MoOhyrQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MoOhyrQAAAAJ&citpid=2
627,Alexander Rabinovich,Tel Aviv University,http://www.cs.tau.ac.il/~rabinoa,NOSCHOLARPAGE,,,,
628,Alexander Rakhlin,University of Pennsylvania,http://www-stat.wharton.upenn.edu/~rakhlin,fds2VpgAAAAJ,5394,"['Machine Learning', 'Statistics', 'Algorithms', 'Probability']",https://scholar.google.com/citations?user=fds2VpgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fds2VpgAAAAJ&citpid=7
629,Alexander Rasin,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=1041,FGs9EMwAAAAJ,10329,"['Database Design', 'Query Optimization', 'Database Forensics']",https://scholar.google.com/citations?user=FGs9EMwAAAAJ&hl=en,
630,Alexander Reinefeld,Humboldt University of Berlin,http://www.zib.de/institute/parallel-and-distributed-computing,NOSCHOLARPAGE,,,,
631,Alexander Russell,University of Connecticut,http://www.engr.uconn.edu/~acr,EsJmgf4AAAAJ,5423,['Theory of Computing'],https://scholar.google.com/citations?user=EsJmgf4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EsJmgf4AAAAJ&citpid=1
632,Alexander S. Ecker,University of Göttingen,https://alexanderecker.wordpress.com,VgYU_m8AAAAJ,9518,"['Computational Neuroscience', 'Vision', 'Machine Learning', 'Computer Vision', 'Data Science']",https://scholar.google.com/citations?user=VgYU_m8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VgYU_m8AAAAJ&citpid=5
633,Alexander S. Kotov,Wayne State University,http://www.cs.wayne.edu/kotov,83gsCFsAAAAJ,959,"['Information Retrieval', 'Biomedical Informatics', 'Natural Language Processing', 'Machine Learning', 'Deep Learning']",https://scholar.google.com/citations?user=83gsCFsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=83gsCFsAAAAJ&citpid=2
634,Alexander Schill,TU Dresden,http://www.rn.inf.tu-dresden.de,TABb2iQAAAAJ,4324,"['Computer Science', 'Distributed Systems', 'Computer Networks', 'Mobile Computing']",https://scholar.google.com/citations?user=TABb2iQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TABb2iQAAAAJ&citpid=2
635,Alexander Schlaefer,Hamburg University of Technology,https://mtec.et8.tuhh.de/staff/alexander-schlaefer.html,NOSCHOLARPAGE,,,,
636,Alexander Schliep,Chalmers/GU,https://schlieplab.org,NOSCHOLARPAGE,,,,
637,Alexander Schwarzmann,University of Connecticut,http://www.engr.uconn.edu/~aas,gQo0AHYAAAAJ,3804,"['Distributed computing', 'electronic voting technology', 'fault-tolerance', 'parallel algortihms']",https://scholar.google.com/citations?user=gQo0AHYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gQo0AHYAAAAJ&citpid=4
638,Alexander Serebrenik,TU Eindhoven,http://www.win.tue.nl/~aserebre,Mcn2e18AAAAJ,6535,"['social software engineering', 'human aspects of software engineering', 'gender', 'emotion', 'software evolution']",https://scholar.google.com/citations?user=Mcn2e18AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Mcn2e18AAAAJ&citpid=5
639,Alexander T. Ihler,Univ. of California - Irvine,http://www.ics.uci.edu/~ihler,ffdt7gMAAAAJ,6433,"['Artificial Intelligence', 'Machine Learning', 'Applied Statistics']",https://scholar.google.com/citations?user=ffdt7gMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ffdt7gMAAAAJ&citpid=2
640,Alexander Tiskin,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/alexander_tiskin,P9lIbS0AAAAJ,827,"['algorithms', 'computational complexity', 'combinatorial optimisation']",https://scholar.google.com/citations?user=P9lIbS0AAAAJ&hl=en,
641,Alexander Tropsha,University of North Carolina,http://cs.unc.edu/people/alexander-tropsha,inPIy48AAAAJ,26769,"['Cheminformatics', 'computational drug discovery']",https://scholar.google.com/citations?user=inPIy48AAAAJ&hl=en,
642,Alexander V. Veidenbaum,Univ. of California - Irvine,http://www.ics.uci.edu/~alexv,NOSCHOLARPAGE,,,,
643,Alexander Vardy,Univ. of California - San Diego,http://jacobsdev.ucsd.edu/faculty/faculty_bios/index.sfe?fmp_recid=76,WtalCkkAAAAJ,14062,"['Information Theory', 'Coding Theory', 'Computational Complexity Theory', 'Error-Correcting Codes']",https://scholar.google.com/citations?user=WtalCkkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WtalCkkAAAAJ&citpid=2
644,Alexander Voss,University of St Andrews,http://www.alexandervoss.de,1lTK7Y0AAAAJ,2540,"['software engineering', 'data big and small', 'adoption of technologies', 'participatory design', 'human rights']",https://scholar.google.com/citations?user=1lTK7Y0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1lTK7Y0AAAAJ&citpid=2
645,Alexander Wolff 0001,University of Würzburg,http://www1.informatik.uni-wuerzburg.de/mitarbeiterinnen/wolff-alexander,7XqwgZoAAAAJ,2815,"['Algorithms', 'Graph Drawing', 'Computational Geometry']",https://scholar.google.com/citations?user=7XqwgZoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7XqwgZoAAAAJ&citpid=3
646,Alexander Zelikovsky,Georgia State University,http://cs.gsu.edu/profile/alex-zelikovsky,UzCRNJwAAAAJ,8706,"['algorithms', 'computational genomics', 'bioinformatics', 'vlsi cad', 'molecular epidemiology']",https://scholar.google.com/citations?user=UzCRNJwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UzCRNJwAAAAJ&citpid=3
647,Alexandr Andoni,Columbia University,http://datascience.columbia.edu/alex-andoni,Evgx6UkAAAAJ,6228,"['Algorithms', 'Theoretical Computer Science']",https://scholar.google.com/citations?user=Evgx6UkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Evgx6UkAAAAJ&citpid=2
648,Alexandra Boldyreva,Georgia Institute of Technology,http://www.cc.gatech.edu/~aboldyre,8mHLyRoAAAAJ,8131,"['Cryptography', 'Information Security']",https://scholar.google.com/citations?user=8mHLyRoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8mHLyRoAAAAJ&citpid=1
649,Alexandra Dmitrienko,University of Würzburg,https://se.informatik.uni-wuerzburg.de/secure-software-systems-group/staff0/alexandra-dmitrienko,CrDmeeIAAAAJ,4409,[],https://scholar.google.com/citations?user=CrDmeeIAAAAJ&hl=en,
650,Alexandra Fedorova,University of British Columbia,https://www.ece.ubc.ca/faculty/alexandra-sasha-fedorova,orMwSjoAAAAJ,6669,"['operating systems', 'multicore processors', 'parallel computing']",https://scholar.google.com/citations?user=orMwSjoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=orMwSjoAAAAJ&citpid=2
651,Alexandra I. Cristea,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=17167,jQMxCKYAAAAJ,4549,"['Durham_CS', 'Learning Analytics', 'User Modelling', 'Web Science', 'Adaptive Systems']",https://scholar.google.com/citations?user=jQMxCKYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jQMxCKYAAAAJ&citpid=2
652,Alexandra Jimborean,Uppsala University,http://www.it.uu.se/katalog/aleji304,UVlbY84AAAAJ,405,"['Software-hardware co-designs', 'compile-time and run-time code analysis and optimization', 'parallel programming', 'automatic speculat']",https://scholar.google.com/citations?user=UVlbY84AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UVlbY84AAAAJ&citpid=2
653,Alexandra Kolla,University of Colorado Boulder,http://home.cs.colorado.edu/~alko5368,wOb0lqUAAAAJ,12783,"['computational chemistry', 'molecular simulations']",https://scholar.google.com/citations?user=wOb0lqUAAAAJ&hl=en,
654,Alexandra L. Uitdenbogerd,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/u/uitdenbogerd-dr-sandra,elwlPD0AAAAJ,1338,"['Music Information Retrieval', 'Readability', 'Human-Computer Interaction', 'Usability', 'Algorithmic Composition']",https://scholar.google.com/citations?user=elwlPD0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=elwlPD0AAAAJ&citpid=2
655,Alexandra Meliou,University of Massachusetts Amherst,http://people.cs.umass.edu/~ameli,sOzdfjYAAAAJ,1573,"['data management', 'Reverse Data Management', 'data provenance', 'causality', 'explanations']",https://scholar.google.com/citations?user=sOzdfjYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sOzdfjYAAAAJ&citpid=3
656,Alexandra Poulovassilis,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/ap,mlh3EiwAAAAJ,4216,"['Information management', 'integration', 'visualisation', 'learning environments', 'learning analytics']",https://scholar.google.com/citations?user=mlh3EiwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mlh3EiwAAAAJ&citpid=1
657,Alexandra Silva 0001,Cornell University,http://www.cs.ucl.ac.uk/people/A.Silva.html,Vgu38TgAAAAJ,1830,"['Programming Languages', 'Semantics', 'Coalgebra', 'Verification', 'Formal methods']",https://scholar.google.com/citations?user=Vgu38TgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Vgu38TgAAAAJ&citpid=3
658,Alexandre A. B. Lima,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1573-assis,CjlmBWMAAAAJ,545,"['Bancos de Dados', 'Bancos de Dados Distribuídos e Paralelos', 'Big Data', 'Análise de Dados']",https://scholar.google.com/citations?user=CjlmBWMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CjlmBWMAAAAJ&citpid=2
659,Alexandre Alahi,EPFL,https://people.epfl.ch/alexandre.alahi,UIhXQ64AAAAJ,12386,"['Transportation', 'Computer Vision', 'Machine Learning', 'Artificial Intelligence', 'Ambient Intelligence']",https://scholar.google.com/citations?user=UIhXQ64AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UIhXQ64AAAAJ&citpid=6
660,Alexandre Bergel,Universidad de Chile,https://www.dcc.uchile.cl/alexandre_bergel,5pG4GQ8AAAAJ,1890,"['Software Engineering', 'Software Visualization', 'Software Performance', 'Software Evolution']",https://scholar.google.com/citations?user=5pG4GQ8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5pG4GQ8AAAAJ&citpid=4
661,Alexandre Bernardino,Universidade de Lisboa,http://users.isr.ist.utl.pt/~alex/pmwiki/index.php,auFmh9MAAAAJ,5432,"['Computer Vision', 'Robotics']",https://scholar.google.com/citations?user=auFmh9MAAAAJ&hl=en,
662,Alexandre C. B. Delbem,USP-ICMC,http://icmc.usp.br/pessoas?id=470689,LYsCAa4AAAAJ,2827,[],https://scholar.google.com/citations?user=LYsCAa4AAAAJ&hl=en,
663,Alexandre Cabral Mota,UFPE,http://www.cin.ufpe.br/~acm,LiCue78AAAAJ,1223,['Software Engineering'],https://scholar.google.com/citations?user=LiCue78AAAAJ&hl=en,
664,Alexandre Cláudio Botazzo Delbem,USP-ICMC,http://icmc.usp.br/pessoas?id=470689,LYsCAa4AAAAJ,2827,[],https://scholar.google.com/citations?user=LYsCAa4AAAAJ&hl=en,
665,Alexandre M. Amory,PUC-RS,http://www.inf.pucrs.br/alexandre.amory,UgvODPkAAAAJ,1098,"['computer architecture', 'VLSI testing', 'fault tolerance', 'mobile robotics']",https://scholar.google.com/citations?user=UgvODPkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UgvODPkAAAAJ&citpid=3
666,Alexandre M. Bayen,Univ. of California - Berkeley,http://www.ce.berkeley.edu/people/faculty/bayen,a5nY-pYAAAAJ,16353,"['control', 'optimization', 'mobile sensing', 'crowdsourcing', 'traffic']",https://scholar.google.com/citations?user=a5nY-pYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=a5nY-pYAAAAJ&citpid=2
667,Alexandre Marcos Lins de Vasconcelos,UFPE,http://www.cin.ufpe.br/~amlv,uTLN0mUAAAAJ,651,"['Software Engineering', 'Software Quality', 'Software Process Improvement', 'Tests']",https://scholar.google.com/citations?user=uTLN0mUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uTLN0mUAAAAJ&citpid=3
668,Alexandre Megretski,Massachusetts Institute of Technology,https://lids.mit.edu/people/facultypi/alexandre-megretski,NOSCHOLARPAGE,,,,
669,Alexandre Mendes,University of Newcastle,https://www.newcastle.edu.au/profile/alexandre-mendes,wt2mmpIAAAAJ,1871,"['Evolutionary Algorithms', 'Data Mining', 'Optimization', 'Artificial Intelligence']",https://scholar.google.com/citations?user=wt2mmpIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wt2mmpIAAAAJ&citpid=6
670,Alexandre Miguel Pinto,Universidade de Lisboa,https://ciencias.ulisboa.pt/perfil/amdpinto,CnhikhoAAAAJ,338,"['Artificial Intelligence', 'Machine Learning', 'Data Science', 'Knowledge Representation and Reasoning', 'Natural Language Processing']",https://scholar.google.com/citations?user=CnhikhoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CnhikhoAAAAJ&citpid=8
671,Alexandre Mota,UFPE,http://www.cin.ufpe.br/~acm,LiCue78AAAAJ,1223,['Software Engineering'],https://scholar.google.com/citations?user=LiCue78AAAAJ&hl=en,
672,Alexandre N. Delbem,USP-ICMC,http://icmc.usp.br/pessoas?id=470689,LYsCAa4AAAAJ,2827,[],https://scholar.google.com/citations?user=LYsCAa4AAAAJ&hl=en,
673,Alexandre P. Francisco,Universidade de Lisboa,https://web.ist.utl.pt/aplf,hJ_H818AAAAJ,232,"['Pedagogía', 'Sociología de la Educación', 'Práctica Pedagógica']",https://scholar.google.com/citations?user=hJ_H818AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hJ_H818AAAAJ&citpid=2
674,Alexandre P. de Carvalho,UFF,http://www.ic.uff.br/index.php/en-GB/people/317-faculty-ic?docente=5,axlvTZoAAAAJ,1278,"['Data Mining', 'Combinatorial Optimization']",https://scholar.google.com/citations?user=axlvTZoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=axlvTZoAAAAJ&citpid=1
675,Alexandre Paulo Francisco,Universidade de Lisboa,https://web.ist.utl.pt/aplf,hJ_H818AAAAJ,232,"['Pedagogía', 'Sociología de la Educación', 'Práctica Pedagógica']",https://scholar.google.com/citations?user=hJ_H818AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hJ_H818AAAAJ&citpid=2
676,Alexandre Plastino,UFF,http://www.ic.uff.br/index.php/en-GB/people/317-faculty-ic?docente=5,axlvTZoAAAAJ,1278,"['Data Mining', 'Combinatorial Optimization']",https://scholar.google.com/citations?user=axlvTZoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=axlvTZoAAAAJ&citpid=1
677,Alexandre Salles da Cunha,UFMG,http://homepages.dcc.ufmg.br/~acunha,NOSCHOLARPAGE,,,,
678,Alexandre Sedoglavic,CRIStAL,https://www.cristal.univ-lille.fr/profil/sedoglav,NOSCHOLARPAGE,,,,
679,Alexandre Vasconcelos,UFPE,http://www.cin.ufpe.br/~amlv,uTLN0mUAAAAJ,651,"['Software Engineering', 'Software Quality', 'Software Process Improvement', 'Tests']",https://scholar.google.com/citations?user=uTLN0mUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uTLN0mUAAAAJ&citpid=3
680,Alexandre X. Falcão,UNICAMP,http://www.ic.unicamp.br/~afalcao,NOSCHOLARPAGE,,,,
681,Alexandre Xavier Falcão,UNICAMP,http://www.ic.unicamp.br/~afalcao,NOSCHOLARPAGE,,,,
682,Alexandre d'Aspremont,Ecole Normale Superieure,http://www.di.ens.fr/~aspremon,JEEwSlQAAAAJ,6081,"['Optimization', 'machine learning', 'statistics.']",https://scholar.google.com/citations?user=JEEwSlQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JEEwSlQAAAAJ&citpid=2
683,Alexandre de Morais Amory,PUC-RS,http://www.inf.pucrs.br/alexandre.amory,UgvODPkAAAAJ,1098,"['computer architecture', 'VLSI testing', 'fault tolerance', 'mobile robotics']",https://scholar.google.com/citations?user=UgvODPkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UgvODPkAAAAJ&citpid=3
