,name,affiliation,homepage,scholarid,citedby,Research Interests,Google Scholar Link,url_picture
968,Amnon Shashua,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~shashua,dwi5wvYAAAAJ,18746,"['Computer vision', 'machine learning']",https://scholar.google.com/citations?user=dwi5wvYAAAAJ&hl=en,
969,Amnon Ta-Shma,Tel Aviv University,http://www.cs.tau.ac.il/~amnon,NOSCHOLARPAGE,,,,
970,Amol Dattatraya Mali,University of Wisconsin - Milwaukee,http://www.cs.uwm.edu/faculty/mali/conferences/distributed-ictai.pdf,NOSCHOLARPAGE,,,,
971,Amol Deshpande,University of Maryland - College Park,http://www.cs.umd.edu/~amol,pOh1as0AAAAJ,11110,"['Databases', 'Machine Learning']",https://scholar.google.com/citations?user=pOh1as0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pOh1as0AAAAJ&citpid=1
972,Amos Azaria,Ariel University,http://www.ariel.ac.il/projects/trp/GeneralInformation.asp?numRec=548&numtafrit=1&id_lang=1&d=,sdfKs_sAAAAJ,1521,"['Human-Agent Interaction', 'Machine Learning', 'Reinforcement Learning', 'Instructable Agents', 'Natural Language Processing']",https://scholar.google.com/citations?user=sdfKs_sAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sdfKs_sAAAAJ&citpid=2
973,Amos J. Storkey,University of Edinburgh,http://homepages.inf.ed.ac.uk/amos,3Rlc8EAAAAAJ,5920,"['Deep Learning', 'Machine Learning', 'Bayesian Methods', 'Prediction Markets', 'diffusion MRI']",https://scholar.google.com/citations?user=3Rlc8EAAAAAJ&hl=en,
974,Amos Ron,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~amos,xhaTxtcAAAAJ,13340,"['Approximation Theory', 'Data representation', 'wavelets', 'splines', 'networking']",https://scholar.google.com/citations?user=xhaTxtcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xhaTxtcAAAAJ&citpid=2
975,Amos Tanay,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=33264,NOSCHOLARPAGE,,,,
976,Amotz Bar-Noy,CUNY,http://www.sci.brooklyn.cuny.edu/~amotz,MfLLOyMAAAAJ,10078,['Algorithms'],https://scholar.google.com/citations?user=MfLLOyMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MfLLOyMAAAAJ&citpid=2
977,Amotz Barnoy,CUNY,http://www.sci.brooklyn.cuny.edu/~amotz,MfLLOyMAAAAJ,10078,['Algorithms'],https://scholar.google.com/citations?user=MfLLOyMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MfLLOyMAAAAJ&citpid=2
978,Amparo Alonso-Betanzos,University of A Coruña,https://pdi.udc.es/es/File/Pdi/AF2AF,4SX-5-oAAAAJ,5858,"['Inteligencia Artificial', 'Machine Learning']",https://scholar.google.com/citations?user=4SX-5-oAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4SX-5-oAAAAJ&citpid=3
979,Amr El Abbadi,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/~amr,tNmIw4MAAAAJ,20957,"['Databases', 'Distributed systems', 'social NW', 'cloud computing']",https://scholar.google.com/citations?user=tNmIw4MAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tNmIw4MAAAAJ&citpid=2
980,Amr El-Kadi,American University in Cairo,https://www.aucegypt.edu/fac/amrel-kadi,NOSCHOLARPAGE,,,,
981,Amr Goneid,American University in Cairo,https://www.aucegypt.edu/fac/amrgoneid,NOSCHOLARPAGE,,,,
982,Amr Magdy 0001,Univ. of California - Riverside,http://www.cs.ucr.edu/~eldawy,11CMsKsAAAAJ,600,"['Data management', 'spatial data management', 'GIS', 'large-scale data analytics', 'indexing']",https://scholar.google.com/citations?user=11CMsKsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=11CMsKsAAAAJ&citpid=1
983,Amr Magdy Ahmed,Univ. of California - Riverside,http://www.cs.ucr.edu/~eldawy,11CMsKsAAAAJ,600,"['Data management', 'spatial data management', 'GIS', 'large-scale data analytics', 'indexing']",https://scholar.google.com/citations?user=11CMsKsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=11CMsKsAAAAJ&citpid=1
984,Amr Mohamed,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/amr.php,j8NhbUUAAAAJ,3493,['Material Science and Spectroscopy'],https://scholar.google.com/citations?user=j8NhbUUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j8NhbUUAAAAJ&citpid=2
985,Amr Sabry,Indiana University,http://www.cs.indiana.edu/~sabry,dYGSG4EAAAAJ,3337,"['Programming Languages', 'Quantum Computing']",https://scholar.google.com/citations?user=dYGSG4EAAAAJ&hl=en,
986,Amrita Chaturvedi,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty.html,zoVJnasAAAAJ,73,"['Design Patterns', 'Software Architecture', 'Ontology']",https://scholar.google.com/citations?user=zoVJnasAAAAJ&hl=en,
987,Amro Awad,North Carolina State University,https://sites.google.com/site/amroawad,jDmd7AoAAAAJ,450,['Computer Architecture/Hardware Security'],https://scholar.google.com/citations?user=jDmd7AoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jDmd7AoAAAAJ&citpid=5
988,Amy Babay,University of Pittsburgh,https://people.cs.pitt.edu/~babay,oe8ReQUAAAAJ,88,"['distributed systems', 'networking', 'fault tolerance', 'intrusion tolerance']",https://scholar.google.com/citations?user=oe8ReQUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oe8ReQUAAAAJ&citpid=3
989,Amy Banic,University of Wyoming,http://www.uwyo.edu/cosc/cosc-directory/abanic/index.html,hautN88AAAAJ,675,"['3D User Interfaces', 'Virtual Reality', 'Virtual Environments', 'Immersive Visualization', 'Human-Centered Computing for 3D Immersive En']",https://scholar.google.com/citations?user=hautN88AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hautN88AAAAJ&citpid=2
990,Amy Bruckman,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Amy.Bruckman,IdWa_JkAAAAJ,12438,"['social computing', 'collaborative computing']",https://scholar.google.com/citations?user=IdWa_JkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IdWa_JkAAAAJ&citpid=1
991,Amy Catherine Ulinski,University of Wyoming,http://www.uwyo.edu/cosc/cosc-directory/abanic/index.html,hautN88AAAAJ,675,"['3D User Interfaces', 'Virtual Reality', 'Virtual Environments', 'Immersive Visualization', 'Human-Centered Computing for 3D Immersive En']",https://scholar.google.com/citations?user=hautN88AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hautN88AAAAJ&citpid=2
992,Amy E. Ogan,Carnegie Mellon University,https://www.hcii.cmu.edu/people/amy-ogan,I0ZGaCQAAAAJ,1356,"['Educational technology', 'culture', 'virtual agents', 'human-computer interaction']",https://scholar.google.com/citations?user=I0ZGaCQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I0ZGaCQAAAAJ&citpid=2
993,Amy Greenwald,Brown University,http://cs.brown.edu/~amygreen,aQCRuYQAAAAJ,3768,"['Artificial Intelligence', 'Multi-agent Systems', 'Internet Economics']",https://scholar.google.com/citations?user=aQCRuYQAAAAJ&hl=en,
994,Amy J. Ko,University of Washington,http://faculty.washington.edu/ajko,otmdDLoAAAAJ,8084,"['Human-computer interaction', 'computing education', 'software engineering']",https://scholar.google.com/citations?user=otmdDLoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=otmdDLoAAAAJ&citpid=8
995,Amy McGovern,University of Oklahoma,http://www.ou.edu/coe/cs/people/mcgovern,y_4QsYAAAAAJ,2349,"['Artificial Intelligence', 'Machine Learning', 'Severe Weather']",https://scholar.google.com/citations?user=y_4QsYAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=y_4QsYAAAAAJ&citpid=3
996,Amy Ogan,Carnegie Mellon University,https://www.hcii.cmu.edu/people/amy-ogan,I0ZGaCQAAAAJ,1356,"['Educational technology', 'culture', 'virtual agents', 'human-computer interaction']",https://scholar.google.com/citations?user=I0ZGaCQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I0ZGaCQAAAAJ&citpid=2
997,Amy P. Felty,University of Ottawa,http://www.site.uottawa.ca/~afelty,NOSCHOLARPAGE,,,,
998,Amy S. Bruckman,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Amy.Bruckman,IdWa_JkAAAAJ,12438,"['social computing', 'collaborative computing']",https://scholar.google.com/citations?user=IdWa_JkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IdWa_JkAAAAJ&citpid=1
999,Amy Ulinski Banic,University of Wyoming,http://www.uwyo.edu/cosc/cosc-directory/abanic/index.html,hautN88AAAAJ,675,"['3D User Interfaces', 'Virtual Reality', 'Virtual Environments', 'Immersive Visualization', 'Human-Centered Computing for 3D Immersive En']",https://scholar.google.com/citations?user=hautN88AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hautN88AAAAJ&citpid=2
